p1,,p2,,p3,,p4,,p5,,qa,,qb,,qc,,qd,,qe,,qf,,qg,,qh,,qi,,qj,
8.395,1.0256487,8.395,1.0185916,8.395,1.0162534,8.395,1.0185916,8.395,1.0139087,8.395,1.0115752,8.395,1.0209398,8.395,1.0162534,8.395,1.0162431,8.395,1.0185916,8.395,1.020939,8.395,1.0185899,8.395,1.0162534,8.395,1.0185916,8.395,1.0162534
8.396,1.0209373,8.396,1.0162534,8.396,1.013912,8.396,1.0162534,8.396,1.0139087,8.396,1.0139104,8.396,1.0185876,8.396,1.0185899,8.396,1.0162534,8.396,1.0162534,8.396,1.0185922,8.396,1.0232967,8.396,1.0185899,8.396,1.0162534,8.396,1.0185899
8.397,1.0232915,8.397,1.0185899,8.397,1.0185876,8.397,1.013912,8.397,1.0162493,8.397,1.0139104,8.397,1.0185876,8.397,1.0162431,8.397,1.0162534,8.397,1.0162431,8.397,1.0185876,8.397,1.0232967,8.397,1.0185876,8.397,1.0162431,8.397,1.0162431
8.398,1.0232915,8.398,1.0185876,8.398,1.0185876,8.398,1.0162431,8.398,1.0162493,8.398,1.013912,8.398,1.0185922,8.398,1.0185876,8.398,1.0162431,8.398,1.0185876,8.398,1.01859,8.398,1.020939,8.398,1.0185876,8.398,1.0185876,8.398,1.0162462
8.399,1.0256522,8.399,1.0185876,8.399,1.0162493,8.399,1.0185876,8.399,1.0115821,8.399,1.0115823,8.399,1.0185922,8.399,1.0185922,8.399,1.0185876,8.399,1.0185876,8.399,1.0162493,8.399,1.0209383,8.399,1.0185922,8.399,1.0162462,8.399,1.0185922
8.4,1.0232918,8.4,1.0162462,8.4,1.0162493,8.4,1.0162462,8.4,1.013912,8.4,1.0139135,8.4,1.01859,8.4,1.0185922,8.4,1.020939,8.4,1.0185922,8.4,1.01859,8.4,1.0232911,8.4,1.01859,8.4,1.0185922,8.4,1.0185922
8.401,1.025647,8.401,1.0185922,8.401,1.01859,8.401,1.0162493,8.401,1.0162486,8.401,1.0139135,8.401,1.0209373,8.401,1.01859,8.401,1.0185922,8.401,1.0162493,8.401,1.0185919,8.401,1.0232915,8.401,1.01859,8.401,1.01859,8.401,1.01859
8.402,1.0256553,8.402,1.01859,8.402,1.0162456,8.402,1.01859,8.402,1.0139135,8.402,1.0139083,8.402,1.0209363,8.402,1.01859,8.402,1.01859,8.402,1.01859,8.402,1.0209363,8.402,1.0232915,8.402,1.0209373,8.402,1.01859,8.402,1.01859
8.403,1.0232986,8.403,1.0185876,8.403,1.0185876,8.403,1.0185876,8.403,1.0162474,8.403,1.0139163,8.403,1.0185919,8.403,1.0185876,8.403,1.0209373,8.403,1.0185876,8.403,1.0162514,8.403,1.0209363,8.403,1.0209363,8.403,1.0185876,8.403,1.0185876
8.404,1.0256566,8.404,1.0162486,8.404,1.0162486,8.404,1.0162486,8.404,1.0162474,8.404,1.0162501,8.404,1.0209419,8.404,1.0185919,8.404,1.0185876,8.404,1.0162486,8.404,1.0185866,8.404,1.025647,8.404,1.0185919,8.404,1.0185919,8.404,1.0185919
8.405,1.0256511,8.405,1.0185919,8.405,1.0139083,8.405,1.0185919,8.405,1.0139163,8.405,1.0139109,8.405,1.0232918,8.405,1.0209419,8.405,1.0185919,8.405,1.0185919,8.405,1.0162514,8.405,1.0232918,8.405,1.0209419,8.405,1.0185919,8.405,1.0209419
8.406,1.0256522,8.406,1.0209419,8.406,1.0185959,8.406,1.0209419,8.406,1.0162528,8.406,1.0139121,8.406,1.0185866,8.406,1.0209419,8.406,1.0209419,8.406,1.0209419,8.406,1.0139109,8.406,1.0232986,8.406,1.0185959,8.406,1.0185959,8.406,1.0185959
8.407,1.0280102,8.407,1.0185959,8.407,1.0185866,8.407,1.0185959,8.407,1.0162528,8.407,1.0162483,8.407,1.0232917,8.407,1.0185866,8.407,1.0209419,8.407,1.0185959,8.407,1.0185974,8.407,1.0232986,8.407,1.0185866,8.407,1.0185866,8.407,1.0185866
8.408,1.025653,8.408,1.0162474,8.408,1.0209392,8.408,1.0162474,8.408,1.0162483,8.408,1.0139132,8.408,1.0232917,8.408,1.0162501,8.408,1.0209405,8.408,1.0185866,8.408,1.0185974,8.408,1.0232917,8.408,1.0209392,8.408,1.0185866,8.408,1.0162501
8.409,1.025653,8.409,1.0209392,8.409,1.0209392,8.409,1.0209392,8.409,1.0162483,8.409,1.0139142,8.409,1.0209444,8.409,1.0185974,8.409,1.0185866,8.409,1.0209392,8.409,1.0185915,8.409,1.0232984,8.409,1.0185974,8.409,1.0185974,8.409,1.0185974
8.41,1.0256469,8.41,1.0185974,8.41,1.0162528,8.41,1.0185974,8.41,1.0162508,8.41,1.0162464,8.41,1.0209429,8.41,1.0162483,8.41,1.0185974,8.41,1.0185974,8.41,1.0209429,8.41,1.0232984,8.41,1.0185944,8.41,1.0185944,8.41,1.0185944
8.411,1.0256543,8.411,1.0185944,8.411,1.0185915,8.411,1.0185944,8.411,1.0139142,8.411,1.0139086,8.411,1.0209345,8.411,1.0162483,8.411,1.0185944,8.411,1.0185944,8.411,1.0185915,8.411,1.0232913,8.411,1.0209429,8.411,1.0185944,8.411,1.0162483
8.412,1.0256543,8.412,1.0185915,8.412,1.0185915,8.412,1.0209429,8.412,1.0162486,8.412,1.0139095,8.412,1.0209345,8.412,1.0185884,8.412,1.0185944,8.412,1.0209429,8.412,1.0185919,8.412,1.0209345,8.412,1.0209345,8.412,1.0185915,8.412,1.0185915
8.413,1.0232952,8.413,1.0185915,8.413,1.0185884,8.413,1.0185915,8.413,1.0162486,8.413,1.0139095,8.413,1.0209394,8.413,1.0185884,8.413,1.0185915,8.413,1.0185915,8.413,1.0209394,8.413,1.0209394,8.413,1.0185884,8.413,1.0185884,8.413,1.0185884
8.414,1.025655,8.414,1.0185884,8.414,1.0185919,8.414,1.0185884,8.414,1.0162442,8.414,1.0139103,8.414,1.0209373,8.414,1.0209394,8.414,1.0209345,8.414,1.0185884,8.414,1.0162486,8.414,1.0209373,8.414,1.0185919,8.414,1.0185884,8.414,1.0185884
8.415,1.025655,8.415,1.0185919,8.415,1.0185919,8.415,1.0185919,8.415,1.0162528,8.415,1.013911,8.415,1.0185887,8.415,1.0185919,8.415,1.0185884,8.415,1.0185919,8.415,1.020942,8.415,1.0209373,8.415,1.0185919,8.415,1.0185919,8.415,1.0162486
8.416,1.0232933,8.416,1.0185919,8.416,1.0185887,8.416,1.0185919,8.416,1.0162528,8.416,1.0115801,8.416,1.020942,8.416,1.0185887,8.416,1.0185919,8.416,1.0185919,8.416,1.0185887,8.416,1.020942,8.416,1.0185887,8.416,1.0162486,8.416,1.0185887
8.417,1.0232933,8.417,1.0185887,8.417,1.018592,8.417,1.0185887,8.417,1.016248,8.417,1.0139117,8.417,1.018592,8.417,1.0185887,8.417,1.0209373,8.417,1.0185887,8.417,1.013911,8.417,1.018592,8.417,1.020942,8.417,1.0185887,8.417,1.0162442
8.418,1.0256554,8.418,1.018592,8.418,1.018592,8.418,1.018592,8.418,1.0162499,8.418,1.0139122,8.418,1.0162528,8.418,1.018592,8.418,1.0185887,8.418,1.018592,8.418,1.0209442,8.418,1.018592,8.418,1.018592,8.418,1.018592,8.418,1.018592
8.419,1.0256486,8.419,1.018592,8.419,1.0162528,8.419,1.018592,8.419,1.0162499,8.419,1.016245,8.419,1.0209442,8.419,1.0162528,8.419,1.018592,8.419,1.018592,8.419,1.016248,8.419,1.0232942,8.419,1.0185952,8.419,1.0162528,8.419,1.0185952
8.42,1.0256486,8.42,1.0185952,8.42,1.0185952,8.42,1.0162528,8.42,1.0139122,8.42,1.0139128,8.42,1.0209352,8.42,1.016248,8.42,1.0209398,8.42,1.0162528,8.42,1.0139122,8.42,1.0232933,8.42,1.0185952,8.42,1.0185952,8.42,1.0185952
8.421,1.0256484,8.421,1.0185916,8.421,1.0185916,8.421,1.016248,8.421,1.0139128,8.421,1.0139128,8.421,1.0209352,8.421,1.0185916,8.421,1.0185952,8.421,1.0185916,8.421,1.016245,8.421,1.0232933,8.421,1.0185916,8.421,1.0185916,8.421,1.0185916
8.422,1.0209407,8.422,1.0185916,8.422,1.0162499,8.422,1.0185916,8.422,1.0139128,8.422,1.0139133,8.422,1.0185881,8.422,1.0185881,8.422,1.016248,8.422,1.0185916,8.422,1.0185881,8.422,1.0209352,8.422,1.0185881,8.422,1.0162499,8.422,1.0162499
8.423,1.0209407,8.423,1.0162499,8.423,1.016245,8.423,1.0162499,8.423,1.0139133,8.423,1.0115839,8.423,1.0185909,8.423,1.016245,8.423,1.0185916,8.423,1.0162499,8.423,1.0162483,8.423,1.0185909,8.423,1.0162499,8.423,1.0162499,8.423,1.0185881
8.424,1.0232942,8.424,1.0139122,8.424,1.016245,8.424,1.016245,8.424,1.0139133,8.424,1.0115765,8.424,1.0162532,8.424,1.016245,8.424,1.0185881,8.424,1.016245,8.424,1.0162532,8.424,1.0185909,8.424,1.0162532,8.424,1.016245,8.424,1.0139128
8.425,1.0232925,8.425,1.016245,8.425,1.0139128,8.425,1.016245,8.425,1.0139136,8.425,1.0115765,8.425,1.0162532,8.425,1.0162532,8.425,1.016245,8.425,1.016245,8.425,1.0115839,8.425,1.0209367,8.425,1.0162532,8.425,1.0139128,8.425,1.0139128
8.426,1.0232925,8.426,1.0139128,8.426,1.0162532,8.426,1.0139128,8.426,1.0115765,8.426,1.0092503,8.426,1.0162483,8.426,1.0162532,8.426,1.016245,8.426,1.0139128,8.426,1.0115765,8.426,1.0185938,8.426,1.0139133,8.426,1.0162532,8.426,1.0162532
8.427,1.0185883,8.427,1.0139133,8.427,1.0162483,8.427,1.0139133,8.427,1.0139073,8.427,1.0115757,8.427,1.0139136,8.427,1.0115839,8.427,1.0139133,8.427,1.0139133,8.427,1.0139136,8.427,1.0185899,8.427,1.0162483,8.427,1.0139133,8.427,1.0162483
8.428,1.0209385,8.428,1.0162483,8.428,1.0139136,8.428,1.0139133,8.428,1.0115757,8.428,1.0115747,8.428,1.0162498,8.428,1.0139136,8.428,1.0162483,8.428,1.0139133,8.428,1.0139073,8.428,1.0185899,8.428,1.0139136,8.428,1.0162483,8.428,1.0139136
8.429,1.0232886,8.429,1.0139136,8.429,1.0139073,8.429,1.0162483,8.429,1.0115747,8.429,1.0092527,8.429,1.0162498,8.429,1.0139136,8.429,1.0162483,8.429,1.0162483,8.429,1.0115757,8.429,1.0162498,8.429,1.0139136,8.429,1.0139136,8.429,1.0139136
8.43,1.0209354,8.43,1.0139073,8.43,1.0139073,8.43,1.0139073,8.43,1.0115747,8.43,1.0092527,8.43,1.0139073,8.43,1.0139073,8.43,1.0139136,8.43,1.0115765,8.43,1.0185883,8.43,1.0162498,8.43,1.0139073,8.43,1.0139073,8.43,1.0115765
8.431,1.0185865,8.431,1.0139073,8.431,1.0115757,8.431,1.0139073,8.431,1.0115802,8.431,1.0092505,8.431,1.0139076,8.431,1.0115757,8.431,1.0139073,8.431,1.0139073,8.431,1.0115802,8.431,1.0185883,8.431,1.0139073,8.431,1.0139073,8.431,1.0115757
8.432,1.0185865,8.432,1.0139073,8.432,1.0115747,8.432,1.0139073,8.432,1.0115802,8.432,1.0092505,8.432,1.016246,8.432,1.0115757,8.432,1.0139073,8.432,1.0139073,8.432,1.0139078,8.432,1.016246,8.432,1.0139076,8.432,1.0139076,8.432,1.0139076
8.433,1.0185951,8.433,1.0139076,8.433,1.0092527,8.433,1.0139076,8.433,1.0115792,8.433,1.0069315,8.433,1.0139078,8.433,1.0115747,8.433,1.0139076,8.433,1.0115757,8.433,1.0162472,8.433,1.016246,8.433,1.0115747,8.433,1.0139076,8.433,1.0139076
8.434,1.0162492,8.434,1.0115747,8.434,1.0115802,8.434,1.0115747,8.434,1.0115792,8.434,1.0046169,8.434,1.0115802,8.434,1.0139078,8.434,1.0115747,8.434,1.0092483,8.434,1.0092505,8.434,1.016246,8.434,1.0139078,8.434,1.0115747,8.434,1.0115747
8.435,1.0162492,8.435,1.0115747,8.435,1.0115802,8.435,1.0115747,8.435,1.0092548,8.435,1.0046169,8.435,1.0115802,8.435,1.0115802,8.435,1.0115747,8.435,1.0092483,8.435,1.0092505,8.435,1.0139078,8.435,1.0092527,8.435,1.0115747,8.435,1.0092527
8.436,1.0162501,8.436,1.0139078,8.436,1.0115802,8.436,1.0115802,8.436,1.0069348,8.436,1.0046189,8.436,1.0092505,8.436,1.0092505,8.436,1.0115747,8.436,1.0069314,8.436,1.0115781,8.436,1.0115802,8.436,1.0115802,8.436,1.0115802,8.436,1.0092527
8.437,1.0162501,8.437,1.0115802,8.437,1.0092505,8.437,1.0115802,8.437,1.0092527,8.437,1.0046189,8.437,1.0092505,8.437,1.0092505,8.437,1.0115802,8.437,1.0092527,8.437,1.0069348,8.437,1.0139142,8.437,1.0092505,8.437,1.0092505,8.437,1.0092505
8.438,1.0162501,8.438,1.0092505,8.438,1.0092548,8.438,1.0115802,8.438,1.0046189,8.438,1.0023073,8.438,1.0115792,8.438,1.0092505,8.438,1.0115802,8.438,1.0092527,8.438,1.0139078,8.438,1.0115792,8.438,1.0092505,8.438,1.0092505,8.438,1.0069315
8.439,1.013914,8.439,1.0115792,8.439,1.0069348,8.439,1.0115792,8.439,1.0092568,8.439,1.0023019,8.439,1.0092527,8.439,1.0069315,8.439,1.0115792,8.439,1.0092505,8.439,1.0046146,8.439,1.0092548,8.439,1.0069315,8.439,1.0092505,8.439,1.0069315
8.44,1.013914,8.44,1.0092548,8.44,1.0069348,8.44,1.0092548,8.44,1.0069345,8.44,1.0023019,8.44,1.0092527,8.44,1.0092548,8.44,1.0092548,8.44,1.0069315,8.44,1.0069348,8.44,1.0092548,8.44,1.0092527,8.44,1.0069348,8.44,1.0069315
8.441,1.0139138,8.441,1.0092548,8.441,1.0069348,8.441,1.0069348,8.441,1.0069345,8.441,1.0023019,8.441,1.0092527,8.441,1.0069348,8.441,1.0092548,8.441,1.0046169,8.441,1.0115833,8.441,1.0092548,8.441,1.0069348,8.441,1.0069348,8.441,1.0069348
8.442,1.0139138,8.442,1.0069348,8.442,1.0069315,8.442,1.0069348,8.442,1.0069345,8.442,1,8.442,1.0092527,8.442,1.0069315,8.442,1.0069348,8.442,1.0046169,8.442,1.0069345,8.442,1.0092527,8.442,1.0092527,8.442,1.0092527,8.442,1.0046189
8.443,1.0115808,8.443,1.0069348,8.443,1.0069315,8.443,1.0069348,8.443,1.0046166,8.443,1,8.443,1.0069315,8.443,1.0092527,8.443,1.0069348,8.443,1.0046169,8.443,1.0092568,8.443,1.0069315,8.443,1.0092527,8.443,1.0092527,8.443,1.0046189
8.444,1.0092522,8.444,1.0069348,8.444,1.0046146,8.444,1.0046189,8.444,1.0046185,8.444,0.99769604,8.444,1.0069315,8.444,1.0046146,8.444,1.0092527,8.444,1.0023063,8.444,1.0069345,8.444,1.0069315,8.444,1.0046146,8.444,1.0069315,8.444,1.0046189
8.445,1.0069343,8.445,1.0069315,8.445,1.0046146,8.445,1.0069315,8.445,1.0046185,8.445,0.99769604,8.445,1.0046146,8.445,1.0046146,8.445,1.0069315,8.445,1.0023063,8.445,1.0023093,8.445,1.0069315,8.445,1.0046146,8.445,1.0069315,8.445,1.0046189
8.446,1.0092522,8.446,1.0046146,8.446,1.0046146,8.446,1.0046146,8.446,1.0069343,8.446,0.99540263,8.446,1.0046146,8.446,1.0046146,8.446,1.0069315,8.446,1,8.446,1.0092545,8.446,1.0046146,8.446,1.0046146,8.446,1.0046146,8.446,1.0046146
8.447,1.0069343,8.447,1.0046146,8.447,1.0069345,8.447,1.0046146,8.447,1.002304,8.447,0.99540263,8.447,1.0046146,8.447,1.0023019,8.447,1.0046146,8.447,1,8.447,1.0046185,8.447,1.0046146,8.447,1.0046146,8.447,1.0046146,8.447,1.0046146
8.448,1.0069343,8.448,1.0069345,8.448,1.0069345,8.448,1.0069345,8.448,1.002304,8.448,0.99311352,8.448,1.0023019,8.448,1.0023019,8.448,1.0069345,8.448,1,8.448,1.0023093,8.448,1.0023019,8.448,1.0023019,8.448,1.0023019,8.448,1.0023073
8.449,1.0046142,8.449,1.0046166,8.449,1.0046166,8.449,1.0046166,8.449,1.002305,8.449,0.99311352,8.449,1,8.449,1.0023019,8.449,1.0046146,8.449,0.99769801,8.449,1.0069312,8.449,1.0023019,8.449,1.0023019,8.449,1.0023019,8.449,1.0023019
8.45,1.0046142,8.45,1.0023019,8.45,1.0046166,8.45,1.0046166,8.45,1,8.45,0.99311352,8.45,1,8.45,1,8.45,1.0023019,8.45,0.99769801,8.45,1,8.45,1.0023019,8.45,1,8.45,1,8.45,1
8.451,1.0046142,8.451,1.0046166,8.451,1.0046166,8.451,1.0046166,8.451,1.002305,8.451,0.99311352,8.451,1,8.451,1.0023093,8.451,1.0046166,8.451,0.99769801,8.451,1,8.451,1.0023019,8.451,1,8.451,1,8.451,1
8.452,1.0046142,8.452,1.0023093,8.452,1.0023093,8.452,1.0023093,8.452,1,8.452,0.99082875,8.452,1,8.452,1,8.452,1.0046166,8.452,0.99540663,8.452,1.002304,8.452,1,8.452,1,8.452,1,8.452,1
8.453,1.002305,8.453,1.0023093,8.453,1.0023093,8.453,1.0023093,8.453,1.002305,8.453,0.99082875,8.453,0.99769604,8.453,1,8.453,1.0023093,8.453,0.99540663,8.453,0.99770135,8.453,1,8.453,1,8.453,1,8.453,0.99770331
8.454,1.002305,8.454,1,8.454,1,8.454,1.0023093,8.454,1,8.454,0.98854828,8.454,0.99769604,8.454,1,8.454,1.0023093,8.454,0.99540663,8.454,0.99770027,8.454,0.99540466,8.454,0.99769604,8.454,0.99769604,8.454,0.99769604
8.455,1,8.455,1,8.455,1,8.455,1,8.455,0.99769938,8.455,0.98854828,8.455,0.99769604,8.455,0.99770135,8.455,1.0023093,8.455,0.9908281,8.455,1,8.455,0.99540466,8.455,0.99769604,8.455,0.99540263,8.455,0.99540466
8.456,1,8.456,1,8.456,1,8.456,1,8.456,0.99769938,8.456,0.98854828,8.456,0.99540263,8.456,0.99770135,8.456,1,8.456,0.9908281,8.456,0.99540496,8.456,0.99540466,8.456,0.99540263,8.456,0.99769604,8.456,0.99311656
8.457,1,8.457,1,8.457,1,8.457,1,8.457,0.99769938,8.457,0.98627824,8.457,0.99540263,8.457,0.99540263,8.457,1,8.457,0.9908281,8.457,1,8.457,0.99311328,8.457,0.99540263,8.457,0.99540263,8.457,0.99311656
8.458,1,8.458,1,8.458,1,8.458,1,8.458,0.99769938,8.458,0.98627824,8.458,0.99311656,8.458,0.99311352,8.458,1,8.458,0.98854929,8.458,1,8.458,0.99311656,8.458,0.99540263,8.458,0.99540263,8.458,0.99311656
8.459,0.99770027,8.459,1,8.459,0.99770135,8.459,0.99770135,8.459,0.99769938,8.459,0.98401308,8.459,0.99083269,8.459,0.99540693,8.459,1,8.459,0.98627692,8.459,0.99311393,8.459,0.99083042,8.459,0.99540263,8.459,0.99540263,8.459,0.99083042
8.46,0.99770027,8.46,0.99770135,8.46,0.99770135,8.46,1,8.46,0.99540311,8.46,0.98401308,8.46,0.99311656,8.46,0.99770135,8.46,0.99770135,8.46,0.98854929,8.46,1,8.46,0.99083042,8.46,0.99311656,8.46,0.99540263,8.46,0.99311656
8.461,0.99540496,8.461,0.99770135,8.461,0.99540693,8.461,0.99770135,8.461,0.99540311,8.461,0.98174793,8.461,0.99083269,8.461,0.99311352,8.461,0.99770135,8.461,0.98400968,8.461,1,8.461,0.99083042,8.461,0.99083269,8.461,0.99540263,8.461,0.9885518
8.462,0.99082875,8.462,0.99540693,8.462,0.99540693,8.462,0.99540693,8.462,0.99540311,8.462,0.97948653,8.462,0.9885518,8.462,0.99311352,8.462,0.99540693,8.462,0.979491,8.462,0.99083114,8.462,0.98855054,8.462,0.99083269,8.462,0.99082875,8.462,0.9885518
8.463,0.99311352,8.463,0.99540693,8.463,0.99540693,8.463,0.99540693,8.463,0.99540311,8.463,0.97948653,8.463,0.9885518,8.463,0.99082875,8.463,0.99540693,8.463,0.979491,8.463,0.99769938,8.463,0.98400879,8.463,0.98627752,8.463,0.99082875,8.463,0.9885518
8.464,0.98854828,8.464,0.99540693,8.464,0.99540693,8.464,0.99540693,8.464,0.99311733,8.464,0.97498691,8.464,0.98627752,8.464,0.99082875,8.464,0.99540693,8.464,0.97723514,8.464,0.99540311,8.464,0.98400879,8.464,0.98627752,8.464,0.99082875,8.464,0.98627752
8.465,0.98854828,8.465,0.99540693,8.465,0.99540693,8.465,0.99540693,8.465,0.99311733,8.465,0.97498691,8.465,0.98400813,8.465,0.99082875,8.465,0.99540693,8.465,0.97723514,8.465,0.99540496,8.465,0.981745,8.465,0.98627752,8.465,0.99082875,8.465,0.98627752
8.466,0.98627788,8.466,0.99540693,8.466,0.99540693,8.466,0.99540693,8.466,0.99083346,8.466,0.97498691,8.466,0.98400813,8.466,0.99082875,8.466,0.99540693,8.466,0.97499186,8.466,0.99311393,8.466,0.97948819,8.466,0.98627752,8.466,0.99082875,8.466,0.98400813
8.467,0.98400754,8.467,0.99540693,8.467,0.99540693,8.467,0.99540693,8.467,0.99311733,8.467,0.97274458,8.467,0.981745,8.467,0.98854828,8.467,0.99540693,8.467,0.97274858,8.467,0.98627877,8.467,0.97723752,8.467,0.98400813,8.467,0.99082875,8.467,0.98400813
8.468,0.98400754,8.468,0.99311686,8.468,0.99311686,8.468,0.99311686,8.468,0.99082977,8.468,0.97050846,8.468,0.981745,8.468,0.98854828,8.468,0.99540693,8.468,0.96827883,8.468,0.98854828,8.468,0.97723752,8.468,0.98400813,8.468,0.98855317,8.468,0.98400813
8.469,0.98174334,8.469,0.99311686,8.469,0.99311686,8.469,0.99311686,8.469,0.99082977,8.469,0.97050846,8.469,0.97948819,8.469,0.98401308,8.469,0.99311352,8.469,0.96604693,8.469,0.99311393,8.469,0.97274292,8.469,0.981745,8.469,0.98627788,8.469,0.981745
8.47,0.97948539,8.47,0.99082875,8.47,0.99311686,8.47,0.99311686,8.47,0.99082977,8.47,0.96827847,8.47,0.97723752,8.47,0.98401308,8.47,0.99082875,8.47,0.96382755,8.47,0.9840064,8.47,0.97050995,8.47,0.97948539,8.47,0.98627788,8.47,0.97948819
8.471,0.97723377,8.471,0.99082875,8.471,0.99083114,8.471,0.98854828,8.471,0.99082977,8.471,0.96604842,8.471,0.97498834,8.471,0.98627788,8.471,0.99082875,8.471,0.95939499,8.471,0.98854828,8.471,0.96605027,8.471,0.97723377,8.471,0.98627752,8.471,0.97723377
8.472,0.97274947,8.472,0.98854828,8.472,0.98854828,8.472,0.99082875,8.472,0.98855114,8.472,0.96383083,8.472,0.97274292,8.472,0.98174793,8.472,0.98855317,8.472,0.95719445,8.472,0.98627877,8.472,0.96605027,8.472,0.97498834,8.472,0.98400754,8.472,0.97723752
8.473,0.97274292,8.473,0.98854828,8.473,0.98854828,8.473,0.98854828,8.473,0.98855114,8.473,0.9594025,8.473,0.97274292,8.473,0.98174793,8.473,0.98855317,8.473,0.95279592,8.473,0.9840064,8.473,0.96382344,8.473,0.97498834,8.473,0.98400754,8.473,0.97498834
8.474,0.97050995,8.474,0.98627788,8.474,0.98854828,8.474,0.98627788,8.474,0.98855114,8.474,0.95719624,8.474,0.96827692,8.474,0.98174793,8.474,0.98855317,8.474,0.94841725,8.474,0.98854828,8.474,0.95939499,8.474,0.97274292,8.474,0.98174334,8.474,0.97274292
8.475,0.96161181,8.475,0.98627788,8.475,0.98627788,8.475,0.98627788,8.475,0.98855114,8.475,0.95498985,8.475,0.96605027,8.475,0.97948891,8.475,0.98627788,8.475,0.9440574,8.475,0.98627877,8.475,0.95719326,8.475,0.97274292,8.475,0.98174334,8.475,0.97050995
8.476,0.9616102,8.476,0.98627788,8.476,0.98627788,8.476,0.98627788,8.476,0.98855114,8.476,0.95060199,8.476,0.96382344,8.476,0.97948539,8.476,0.98627788,8.476,0.93972242,8.476,0.98400754,8.476,0.95279592,8.476,0.97050995,8.476,0.97948539,8.476,0.96827692
8.477,0.95719117,8.477,0.98627788,8.477,0.98627788,8.477,0.98627788,8.477,0.98627877,8.477,0.94842041,8.477,0.95939499,8.477,0.97723621,8.477,0.98627788,8.477,0.93540001,8.477,0.98854828,8.477,0.94841725,8.477,0.96605027,8.477,0.97948539,8.477,0.96827692
8.478,0.95279545,8.478,0.98400754,8.478,0.98627788,8.478,0.98400754,8.478,0.98627877,8.478,0.9462387,8.478,0.95939499,8.478,0.97723621,8.478,0.98400754,8.478,0.92896307,8.478,0.97723556,8.478,0.9440574,8.478,0.96605027,8.478,0.97723377,8.478,0.96382344
8.479,0.95060802,8.479,0.98400754,8.479,0.98400754,8.479,0.98400754,8.479,0.98627877,8.479,0.93972164,8.479,0.9549914,8.479,0.97498977,8.479,0.98400754,8.479,0.92469674,8.479,0.98627788,8.479,0.93972242,8.479,0.96605027,8.479,0.97723377,8.479,0.9616102
8.48,0.94841725,8.48,0.98400754,8.48,0.98400754,8.48,0.98400754,8.48,0.98627877,8.48,0.93756181,8.48,0.95060033,8.48,0.97274947,8.48,0.98174334,8.48,0.91622025,8.48,0.98174649,8.48,0.93540001,8.48,0.96160924,8.48,0.97498834,8.48,0.95719194
8.481,0.93972391,8.481,0.98400754,8.481,0.98400754,8.481,0.98400754,8.481,0.98174506,8.481,0.93325418,8.481,0.94623423,8.481,0.97274947,8.481,0.98174334,8.481,0.90781856,8.481,0.97723275,8.481,0.92682987,8.481,0.95939499,8.481,0.97498834,8.481,0.95499521
8.482,0.93325204,8.482,0.98400754,8.482,0.98174334,8.482,0.98174334,8.482,0.9840064,8.482,0.92682689,8.482,0.94188678,8.482,0.97050917,8.482,0.98174334,8.482,0.89742714,8.482,0.97723621,8.482,0.92044908,8.482,0.9549914,8.482,0.97274292,8.482,0.95279843
8.483,0.92469501,8.483,0.97948539,8.483,0.98174334,8.483,0.98174334,8.483,0.98174649,8.483,0.9225688,8.483,0.93755805,8.483,0.97274292,8.483,0.97948539,8.483,0.88715422,8.483,0.97948891,8.483,0.91201001,8.483,0.95279592,8.483,0.97050995,8.483,0.94841748
8.484,0.91833544,8.484,0.97948539,8.484,0.97948539,8.484,0.98174334,8.484,0.98174649,8.484,0.91201186,8.484,0.9332543,8.484,0.96828133,8.484,0.97948539,8.484,0.87497902,8.484,0.97274458,8.484,0.90156877,8.484,0.95060033,8.484,0.97050995,8.484,0.94841725
8.485,0.91201001,8.485,0.97948539,8.485,0.97948539,8.485,0.97948539,8.485,0.98174649,8.485,0.90573394,8.485,0.92469674,8.485,0.96605349,8.485,0.97723377,8.485,0.86098862,8.485,0.97498518,8.485,0.88920009,8.485,0.94623423,8.485,0.96827692,8.485,0.94188958
8.486,0.89742655,8.486,0.97948539,8.486,0.97948539,8.486,0.97948539,8.486,0.97948653,8.486,0.89949822,8.486,0.9183284,8.486,0.9638319,8.486,0.97723377,8.486,0.84527677,8.486,0.97050881,8.486,0.88104784,8.486,0.94188678,8.486,0.96605027,8.486,0.93972242
8.487,0.88919938,8.487,0.97723377,8.487,0.97723377,8.487,0.97723377,8.487,0.97948653,8.487,0.88920206,8.487,0.91201001,8.487,0.9638319,8.487,0.97498834,8.487,0.82793701,8.487,0.97050881,8.487,0.864968,8.487,0.93755805,8.487,0.96382344,8.487,0.93540001
8.488,0.87498212,8.488,0.97498834,8.488,0.97498834,8.488,0.97723377,8.488,0.97948653,8.488,0.87700242,8.488,0.90364575,8.488,0.9616102,8.488,0.97274292,8.488,0.8072353,8.488,0.97498834,8.488,0.85113358,8.488,0.93110251,8.488,0.96160924,8.488,0.92896307
8.489,0.86099666,8.489,0.97274292,8.489,0.97274292,8.489,0.97498834,8.489,0.97723275,8.489,0.86496961,8.489,0.89330423,8.489,0.95719194,8.489,0.97498691,8.489,0.78342742,8.489,0.97050917,8.489,0.83176053,8.489,0.92682987,8.489,0.95939499,8.489,0.92256975
